Conference,Score
Big 12 Conference,35.4
Southeastern Conference,35.3
Pacific-10 Conference,34.9
Big Ten Conference,34.3
Mountain West Conference,25.9
Big East Conference,24.6
Atlantic Coast Conference,24.3
Western Athletic Conference,19.1
Conference USA,18.1
Independent,17.4
Sun Belt Conference,15.7
Mid-American Conference,13.3
FCS,0.6
