Conference,Score
Pacific-10 Conference,31.7
Southeastern Conference,30.2
Big 12 Conference,28.8
Big Ten Conference,25.4
Big East Conference,23.0
Mountain West Conference,21.5
Atlantic Coast Conference,20.4
Western Athletic Conference,17.4
Conference USA,16.7
Independent,15.7
Mid-American Conference,11.9
Sun Belt Conference,10.5
FCS,0.7
