Team,Rank,PrevRank,DeltaRank,TeamScore,Strength,StandardDeviation
missouri,8,3,-5,53.2,25.2,8.6
nebraska,57,51,-6,24.7,-1.5,3.0
kansas,26,33,7,38.2,3.7,3.7
colorado,66,63,-3,20.7,-9.4,6.6
kansas-state,54,64,10,26.0,-7.5,5.7
iowa-state,93,82,-11,13.7,-16.5,6.1
oklahoma,6,2,-4,55.5,28.6,10.9
texas,2,4,2,65.0,30.5,8.6
texas-tech,11,9,-2,49.3,10.8,6.7
oklahoma-state,3,6,3,59.4,23.4,6.7
baylor,61,70,9,23.5,-3.8,10.5
texas-am,95,84,-11,13.3,-17.6,7.9
florida,7,11,4,53.9,26.2,10.3
georgia,15,22,7,45.9,14.7,4.6
south-carolina,42,49,7,30.3,-3.2,3.9
vanderbilt,34,24,-10,34.5,-1.5,1.6
tennessee,67,61,-6,20.3,-0.1,4.5
kentucky,32,23,-9,35.3,8.1,4.4
alabama,4,5,1,58.6,22.5,7.2
mississippi,56,55,-1,25.6,0.3,5.1
louisiana-state,30,14,-16,36.4,3.8,4.8
arkansas,76,101,25,16.6,-17.6,8.2
auburn,53,36,-17,26.8,-1.6,6.6
mississippi-state,86,98,12,15.1,-13.1,5.4
florida-state,12,12,0,48.4,21.8,11.4
boston-college,29,30,1,37.2,5.0,2.8
maryland,60,58,-2,23.7,-11.3,6.9
wake-forest,24,32,8,39.9,9.1,4.3
clemson,50,43,-7,27.2,3.6,7.1
north-carolina-state,105,103,-2,9.4,-27.2,10.8
virginia-tech,27,28,1,37.7,3.1,2.1
georgia-tech,16,15,-1,45.2,13.8,5.6
north-carolina,36,37,1,34.0,-2.3,9.6
miami-fl,55,62,7,25.6,0.3,2.1
virginia,74,93,19,17.5,-15.7,9.9
duke,63,66,3,21.8,-11.5,7.4
penn-state,1,1,0,68.3,32.7,9.8
ohio-state,17,17,0,44.7,10.7,5.9
michigan-state,22,25,3,42.5,7.7,5.9
iowa,39,48,9,32.4,8.6,1.5
northwestern,41,38,-3,30.5,-7.3,5.8
minnesota,35,42,7,34.2,-3.7,9.6
wisconsin,49,40,-9,27.3,3.9,4.4
illinois,47,35,-12,28.1,5.5,3.9
purdue,78,77,-1,16.3,-10.0,4.7
michigan,82,72,-10,15.7,-11.6,4.1
indiana,73,65,-8,17.9,-6.1,6.9
southern-california,5,7,2,57.8,36.0,12.7
oregon,18,19,1,44.7,19.4,11.1
oregon-state,38,47,9,33.5,16.2,5.5
california,21,20,-1,43.0,13.7,10.1
arizona,37,27,-10,33.7,5.5,6.4
arizona-state,72,71,-1,18.1,-5.5,3.7
stanford,48,57,9,28.1,0.7,3.9
ucla,94,87,-7,13.4,-17.3,11.2
washington-state,116,116,0,3.8,-37.0,13.4
washington,110,111,1,7.2,-18.5,6.1
cincinnati,33,34,1,35.1,-0.6,2.9
pittsburgh,40,44,4,31.7,-3.3,6.6
west-virginia,43,45,2,30.2,-0.5,3.1
rutgers,101,96,-5,11.6,-12.1,7.7
connecticut,25,29,4,38.2,3.8,3.4
south-florida,23,26,3,41.0,7.8,6.4
louisville,45,50,5,29.0,1.4,5.0
