Team,Rank,PrevRank,DeltaRank,TeamScore,Strength,StandardDeviation
missouri,8,6,-2,48.1,19.3,11.3
nebraska,42,46,4,29.5,-8.7,2.2
kansas,23,19,-4,40.3,7.6,5.4
colorado,58,35,-23,24.9,-15.6,1.0
kansas-state,25,44,19,39.2,5.9,1.6
iowa-state,68,67,-1,22.6,-19.0,7.7
oklahoma,5,4,-1,52.6,26.1,12.2
texas,16,7,-9,43.9,13.0,10.7
texas-tech,37,50,13,33.3,-3.0,3.8
oklahoma-state,11,14,3,46.7,17.1,7.8
baylor,79,108,29,17.3,-18.3,16.7
texas-am,49,79,30,25.9,-1.1,5.3
florida,3,3,0,54.9,29.5,16.7
georgia,22,31,9,40.9,8.5,1.5
south-carolina,57,40,-17,25.1,-2.6,0.2
vanderbilt,30,41,11,37.0,2.7,0.6
tennessee,55,53,-2,25.2,10.1,5.0
kentucky,19,20,1,42.9,11.5,4.8
alabama,15,9,-6,44.5,13.9,10.3
mississippi,64,62,-2,23.2,-6.4,7.2
louisiana-state,24,15,-9,39.3,12.6,7.4
arkansas,65,69,4,22.9,-18.6,8.1
auburn,12,13,1,46.3,16.6,8.5
mississippi-state,72,82,10,21.1,-10.7,6.1
florida-state,20,56,36,42.8,18.5,2.2
boston-college,52,39,-13,25.5,-1.9,0.4
maryland,82,60,-22,16.7,-19.5,6.7
wake-forest,31,38,7,36.7,2.2,0.5
clemson,70,76,6,21.9,-9.2,3.8
north-carolina-state,102,103,1,9.3,-34.3,14.7
virginia-tech,51,65,14,25.7,-1.5,0.8
georgia-tech,28,32,4,37.4,3.2,1.3
north-carolina,88,85,-3,15.6,-26.8,12.3
miami-fl,44,36,-8,27.7,2.4,0.8
virginia,80,87,7,17.2,-18.4,7.0
duke,89,81,-8,14.7,-23.4,11.7
penn-state,6,5,-1,52.6,26.0,12.1
ohio-state,21,8,-13,42.3,10.5,10.7
michigan-state,33,66,33,36.0,19.2,0.3
iowa,32,42,10,36.6,2.1,0.9
northwestern,69,64,-5,22.2,-19.5,7.3
minnesota,66,93,27,22.8,-18.7,15.4
wisconsin,18,28,10,43.3,12.1,2.8
illinois,47,58,11,27.3,1.6,2.7
purdue,53,57,4,25.5,-10.4,2.6
michigan,61,63,2,24.4,-4.0,1.0
indiana,17,48,31,43.9,12.9,3.5
southern-california,4,1,-3,53.6,36.4,19.3
oregon,2,2,0,58.4,34.7,18.3
oregon-state,85,59,-26,15.7,-5.6,2.3
california,1,18,17,59.1,35.8,5.4
arizona,10,12,2,47.2,17.9,9.1
arizona-state,35,49,14,34.0,-1.9,3.7
stanford,67,29,-38,22.6,-7.6,2.6
ucla,36,30,-6,33.7,3.3,1.6
washington-state,106,83,-23,8.4,-27.8,6.4
washington,84,70,-14,16.0,-5.0,0.3
cincinnati,45,24,-21,27.6,2.3,4.0
pittsburgh,81,91,10,17.1,-18.7,8.7
west-virginia,46,22,-24,27.4,1.9,4.5
rutgers,76,77,1,18.0,-7.8,3.9
connecticut,38,37,-1,32.3,-4.5,0.5
south-florida,13,10,-3,46.2,16.4,10.0
louisville,59,80,21,24.7,-3.5,5.7
syracuse,117,111,-6,3.4,-42.7,18.5
utah,27,27,0,38.2,4.4,3.7
texas-christian,7,16,9,51.8,24.8,6.7
brigham-young,39,52,13,30.8,-6.6,4.0
air-force,9,11,2,47.4,18.3,9.4
colorado-state,103,92,-11,9.3,-34.3,10.1
nevada-las-vegas,83,74,-9,16.1,-20.6,10.2
new-mexico,87,86,-1,15.7,-5.7,6.9
wyoming,73,71,-2,20.1,-12.8,8.3
san-diego-state,118,116,-2,3.3,-42.8,22.2
east-carolina,26,34,8,39.1,5.7,1.1
southern-mississippi,54,43,-11,25.3,-2.2,1.4
memphis,105,105,0,8.6,-27.0,15.1
marshall,86,68,-18,15.7,-21.4,8.0
alabama-birmingham,116,114,-2,3.9,-41.2,19.5
central-florida,62,45,-17,24.1,-4.6,2.0
tulsa,48,55,7,27.0,-12.4,5.7
rice,71,75,4,21.5,-20.6,10.3
houston,60,26,-34,24.6,-3.6,3.7
texas-el-paso,111,115,4,6.9,-32.3,19.6
tulane,78,88,10,17.5,-9.1,10.5
southern-methodist,119,120,1,2.6,-47.7,23.2
boise-state,34,23,-11,35.6,6.5,4.3
louisiana-tech,74,61,-13,19.3,-14.2,7.2
nevada,50,25,-25,25.8,-1.2,3.8
hawaii,75,84,9,18.8,-15.2,6.6
fresno-state,29,21,-8,37.2,9.1,4.6
san-jose-state,101,101,0,9.6,-33.7,17.6
utah-state,107,100,-7,7.8,-29.4,14.4
new-mexico-state,99,99,0,10.3,-32.2,16.1
idaho,109,121,12,7.4,-38.0,23.8
