Conference,Score
Big 12 Conference,33.3
Southeastern Conference,31.4
Big Ten Conference,29.7
Pacific-10 Conference,28.7
Big East Conference,28.2
Atlantic Coast Conference,28.0
Mountain West Conference,25.8
Independent,18.2
Conference USA,16.9
Western Athletic Conference,16.5
Mid-American Conference,16.4
Sun Belt Conference,13.6
FCS,0.3
