Team,Rank,PrevRank,DeltaRank,TeamScore,Strength,StandardDeviation
missouri,15,16,1,43.0,28.3,10.2
nebraska,27,27,0,34.8,17.6,11.4
kansas,42,41,-1,29.0,13.2,5.9
colorado,81,81,0,14.5,-3.1,6.2
kansas-state,86,86,0,13.6,-5.1,5.2
iowa-state,107,108,1,7.1,-7.8,6.9
oklahoma,3,2,-1,65.5,48.1,13.3
texas,4,4,0,64.4,42.0,14.9
texas-tech,12,12,0,46.1,24.0,14.8
oklahoma-state,13,13,0,43.4,30.9,11.8
baylor,66,67,1,19.1,14.7,14.9
texas-am,102,102,0,9.7,-10.4,6.6
florida,1,1,0,74.5,53.2,15.6
georgia,19,20,1,40.0,20.5,8.4
south-carolina,54,54,0,23.3,7.9,8.1
vanderbilt,53,53,0,24.0,9.0,6.3
tennessee,61,61,0,20.5,10.6,5.6
kentucky,56,56,0,22.6,6.5,4.0
alabama,8,8,0,54.2,33.5,10.8
mississippi,16,17,1,42.5,29.5,15.6
louisiana-state,35,35,0,31.6,17.5,5.4
arkansas,79,79,0,15.4,-1.0,10.4
auburn,69,69,0,18.6,6.4,5.3
mississippi-state,91,91,0,11.4,-5.7,5.8
florida-state,18,18,0,41.0,27.1,9.7
boston-college,33,34,1,32.6,17.1,8.9
maryland,51,49,-2,24.6,5.7,8.1
wake-forest,40,40,0,29.5,13.9,6.6
clemson,47,46,-1,27.2,15.1,9.8
north-carolina-state,67,68,1,18.9,4.0,15.3
virginia-tech,24,24,0,36.4,18.4,9.3
georgia-tech,21,21,0,39.1,24.3,10.3
north-carolina,41,42,1,29.1,13.2,15.2
miami-fl,48,48,0,25.3,11.6,8.0
virginia,75,75,0,16.5,1.5,12.8
duke,83,84,1,14.1,1.5,11.1
penn-state,5,5,0,61.6,44.3,13.2
ohio-state,11,11,0,49.0,33.3,12.5
michigan-state,34,33,-1,32.5,14.0,7.1
iowa,14,15,1,43.1,30.4,15.1
northwestern,38,38,0,30.5,10.9,12.9
minnesota,64,64,0,19.7,1.0,12.3
wisconsin,46,45,-1,27.4,15.5,8.5
illinois,58,59,1,21.8,13.6,9.2
purdue,77,77,0,16.0,6.3,8.8
michigan,88,88,0,12.2,2.7,7.1
indiana,104,104,0,9.1,-7.0,6.2
southern-california,2,3,1,69.7,48.4,12.9
oregon,9,9,0,51.3,36.5,9.2
oregon-state,22,22,0,37.9,22.3,11.2
california,20,19,-1,39.9,25.4,8.2
arizona,29,29,0,33.8,21.2,8.6
arizona-state,72,72,0,17.3,3.4,6.3
stanford,57,58,1,21.9,13.9,9.6
ucla,98,98,0,10.4,-8.5,7.3
washington-state,118,118,0,0.7,-33.0,8.9
washington,114,114,0,1.8,-21.6,6.3
cincinnati,28,28,0,34.4,11.4,7.2
pittsburgh,25,25,0,35.4,18.5,15.7
west-virginia,26,26,0,35.1,18.1,9.2
rutgers,39,39,0,29.8,14.4,13.9
connecticut,32,32,0,32.6,19.2,9.7
south-florida,36,36,0,31.0,16.4,6.0
louisville,76,76,0,16.1,0.6,7.2
syracuse,105,105,0,9.0,-7.4,14.8
utah,7,7,0,55.5,26.7,9.9
texas-christian,6,6,0,57.6,39.1,11.6
brigham-young,31,31,0,32.7,10.2,6.5
air-force,37,37,0,30.8,16.2,6.6
colorado-state,78,78,0,15.9,-6.2,10.6
nevada-las-vegas,93,92,-1,11.0,-11.2,7.3
new-mexico,74,74,0,16.7,8.4,9.3
