Conference,Score
Big 12 Conference,34.4
Big Ten Conference,31.3
Southeastern Conference,31.1
Atlantic Coast Conference,28.8
Big East Conference,28.7
Pacific-10 Conference,28.3
Mountain West Conference,26.2
Western Athletic Conference,18.2
Independent,18.1
Mid-American Conference,17.9
Conference USA,17.1
Sun Belt Conference,13.7
FCS,0.3
