Conference,Score
Big 12 Conference,34.4
Southeastern Conference,31.1
Big Ten Conference,30.8
Big East Conference,28.9
Atlantic Coast Conference,28.7
Pacific-10 Conference,28.4
Mountain West Conference,26.4
Independent,18.6
Mid-American Conference,17.5
Western Athletic Conference,17.5
Conference USA,17.1
Sun Belt Conference,13.8
FCS,0.3
