Conference,Score
Big 12 Conference,37.9
Southeastern Conference,34.3
Big Ten Conference,33.4
Atlantic Coast Conference,30.2
Pacific-10 Conference,28.0
Big East Conference,27.6
Mountain West Conference,27.1
Independent,22.4
Western Athletic Conference,18.3
Conference USA,17.6
Mid-American Conference,16.1
Sun Belt Conference,14.5
FCS,0.4
