Conference,Score
Big 12 Conference,35.5
Big Ten Conference,32.1
Southeastern Conference,32.1
Atlantic Coast Conference,28.6
Big East Conference,28.0
Pacific-10 Conference,27.6
Mountain West Conference,26.6
Independent,20.0
Mid-American Conference,18.9
Western Athletic Conference,18.8
Conference USA,17.2
Sun Belt Conference,13.7
FCS,0.3
