Conference,Score
Pacific-10 Conference,28.5
Southeastern Conference,26.1
Big East Conference,24.9
Big 12 Conference,24.5
Big Ten Conference,22.4
Mountain West Conference,20.9
Atlantic Coast Conference,20.3
Independent,16.7
Western Athletic Conference,15.0
Conference USA,13.7
Sun Belt Conference,9.6
Mid-American Conference,7.8
FCS,2.7
