Conference,Score
Big 12 Conference,36.5
Southeastern Conference,35.2
Big Ten Conference,33.9
Atlantic Coast Conference,29.5
Mountain West Conference,28.6
Pacific-10 Conference,28.2
Big East Conference,25.6
Conference USA,17.3
Independent,17.1
Western Athletic Conference,16.4
Sun Belt Conference,15.8
Mid-American Conference,14.7
FCS,0.3
