Conference,Score
Big 12 Conference,36.9
Big Ten Conference,34.1
Southeastern Conference,33.9
Atlantic Coast Conference,30.2
Big East Conference,29.4
Pacific-10 Conference,28.0
Mountain West Conference,27.1
Independent,22.3
Mid-American Conference,19.5
Western Athletic Conference,18.7
Conference USA,18.1
Sun Belt Conference,16.3
FCS,0.4
