Conference,Score
Big 12 Conference,35.0
Big Ten Conference,31.6
Southeastern Conference,31.0
Atlantic Coast Conference,28.4
Big East Conference,27.8
Pacific-10 Conference,26.8
Mountain West Conference,26.0
Independent,20.3
Mid-American Conference,18.5
Western Athletic Conference,17.8
Conference USA,17.1
Sun Belt Conference,14.3
FCS,0.2
