Team,Rank,PrevRank,DeltaRank,TeamScore,Strength,StandardDeviation
missouri,16,16,0,43.5,28.4,10.4
nebraska,27,32,5,35.2,17.7,11.6
kansas,41,44,3,29.4,13.3,6.0
colorado,81,81,0,14.7,-3.1,6.4
kansas-state,86,86,0,13.8,-5.1,5.2
iowa-state,108,108,0,7.2,-7.8,7.1
oklahoma,2,2,0,70.9,49.4,13.5
texas,4,5,1,64.8,41.9,15.3
texas-tech,12,10,-2,46.5,24.0,15.1
oklahoma-state,13,13,0,43.8,30.9,12.1
baylor,67,67,0,19.3,14.8,15.1
texas-am,102,100,-2,9.9,-10.4,6.7
florida,1,1,0,72.6,51.5,15.8
georgia,20,21,1,40.1,20.1,8.6
south-carolina,54,51,-3,23.3,7.3,8.2
vanderbilt,53,58,5,24.0,8.6,6.5
tennessee,61,64,3,20.5,10.1,5.7
kentucky,56,62,6,22.6,6.0,4.0
alabama,8,7,-1,54.1,32.9,11.1
mississippi,17,20,3,42.5,28.9,15.5
louisiana-state,35,46,11,31.5,16.9,5.5
arkansas,79,80,1,15.2,-1.9,10.6
auburn,69,70,1,18.7,5.9,5.4
mississippi-state,91,92,1,11.5,-6.2,6.0
florida-state,18,18,0,41.1,26.8,9.9
boston-college,34,28,-6,32.8,16.9,9.1
maryland,49,56,7,24.9,5.6,8.2
wake-forest,40,41,1,29.7,13.7,6.7
clemson,46,40,-6,27.3,14.9,10.0
north-carolina-state,68,68,0,19.1,3.8,15.3
virginia-tech,24,29,5,36.7,18.2,9.4
georgia-tech,21,15,-6,39.3,24.0,10.5
north-carolina,42,42,0,29.3,13.0,15.5
miami-fl,48,49,1,25.4,11.2,8.2
virginia,75,75,0,16.6,1.2,13.0
duke,84,84,0,14.3,1.3,11.4
penn-state,5,4,-1,62.1,44.4,13.4
ohio-state,11,9,-2,49.5,33.3,12.6
michigan-state,33,26,-7,32.9,14.1,7.3
iowa,15,17,2,43.5,30.5,15.2
northwestern,38,37,-1,30.9,11.0,13.1
minnesota,64,61,-3,20.1,1.2,12.6
wisconsin,45,45,0,27.7,15.6,8.7
illinois,59,59,0,22.1,13.7,9.4
purdue,77,78,1,16.2,6.5,9.0
michigan,88,88,0,12.4,2.9,7.2
indiana,104,104,0,9.5,-6.5,6.2
southern-california,3,3,0,70.1,48.4,13.1
oregon,9,12,3,51.6,36.4,9.3
oregon-state,22,25,3,38.2,22.3,11.4
california,19,19,0,40.2,25.3,8.4
arizona,29,30,1,34.1,21.2,8.8
arizona-state,72,72,0,17.5,3.3,6.4
stanford,58,60,2,22.1,13.8,9.8
ucla,98,97,-1,10.5,-8.6,7.5
washington-state,118,118,0,0.9,-33.1,9.1
washington,114,115,1,1.9,-21.5,6.3
cincinnati,28,22,-6,34.8,11.5,7.4
