Conference,Score
Big 12 Conference,34.4
Southeastern Conference,31.3
Big Ten Conference,31.2
Atlantic Coast Conference,28.8
Big East Conference,28.2
Pacific-10 Conference,27.8
Mountain West Conference,26.0
Independent,18.8
Western Athletic Conference,18.3
Mid-American Conference,18.1
Conference USA,17.3
Sun Belt Conference,13.7
FCS,0.3
