Team,Rank,PrevRank,DeltaRank,TeamScore,Strength,StandardDeviation
missouri,7,8,1,52.4,22.8,10.0
nebraska,31,42,11,35.5,-0.8,3.5
kansas,33,23,-10,34.0,9.0,4.5
colorado,56,58,2,23.3,-15.5,7.8
kansas-state,25,25,0,37.9,6.3,3.8
iowa-state,71,68,-3,19.8,-15.7,8.2
oklahoma,1,5,4,59.6,32.9,11.9
texas,18,16,-2,42.7,13.6,8.8
texas-tech,36,37,1,32.5,-5.0,3.1
oklahoma-state,12,11,-1,45.8,13.7,7.8
baylor,60,79,19,22.9,-10.5,13.7
texas-am,47,49,2,25.8,1.2,4.8
florida,8,3,-5,51.3,26.5,14.9
georgia,17,22,5,43.7,10.7,3.5
south-carolina,69,57,-12,20.1,-3.6,1.4
vanderbilt,27,30,3,37.8,2.5,1.6
tennessee,55,55,0,24.2,-2.1,4.7
kentucky,20,19,-1,41.8,8.0,5.0
alabama,13,15,2,44.6,12.0,8.6
mississippi,52,64,12,24.5,-7.5,5.9
louisiana-state,21,24,3,41.3,11.4,6.5
arkansas,65,65,0,22.3,-17.1,8.3
auburn,9,12,3,48.6,17.6,7.9
mississippi-state,77,72,-5,18.6,-7.0,5.4
florida-state,6,20,14,52.8,28.7,9.9
boston-college,50,52,2,25.3,0.1,1.1
maryland,44,82,38,26.7,-3.8,8.1
wake-forest,29,31,2,36.6,4.4,0.9
clemson,64,70,6,22.3,-11.4,4.0
north-carolina-state,106,102,-4,7.5,-32.9,15.1
virginia-tech,43,51,8,27.4,-2.5,1.2
georgia-tech,39,28,-11,31.2,4.2,1.4
north-carolina,53,88,35,24.5,-13.7,12.2
miami-fl,45,44,-1,26.0,1.5,1.0
virginia,97,80,-17,9.9,-27.4,7.8
duke,75,89,14,18.9,-17.4,11.1
penn-state,3,6,3,55.1,26.7,11.9
ohio-state,35,21,-14,32.5,6.4,8.7
michigan-state,37,33,-4,32.3,6.0,8.9
iowa,30,32,2,36.5,0.6,1.6
northwestern,54,69,15,24.4,-16.3,8.3
minnesota,66,66,0,21.0,-21.1,12.6
wisconsin,14,18,4,44.2,11.5,4.9
illinois,41,47,6,27.6,-2.2,2.3
purdue,58,53,-5,23.1,-4.4,4.3
michigan,79,61,-18,17.6,-9.4,2.5
indiana,19,17,-2,42.3,13.0,8.2
southern-california,2,4,2,57.2,35.3,17.7
oregon,5,2,-3,54.9,26.4,16.8
oregon-state,62,85,23,22.8,2.7,4.2
california,26,1,-25,37.8,15.8,15.0
arizona,32,10,-22,35.2,11.2,8.5
arizona-state,51,35,-16,25.2,-6.4,3.2
stanford,72,67,-5,19.6,-4.8,5.3
ucla,90,36,-54,13.6,-23.3,1.5
washington-state,117,106,-11,2.2,-42.6,11.3
washington,93,84,-9,11.6,-9.7,2.2
cincinnati,42,45,3,27.5,4.6,3.4
pittsburgh,85,81,-4,16.1,-18.3,8.5
west-virginia,46,46,0,25.8,1.2,3.9
rutgers,100,76,-24,8.5,-25.0,3.7
connecticut,22,38,16,40.8,6.7,2.4
south-florida,11,13,2,47.1,15.5,8.7
louisville,59,59,0,23.0,-4.6,4.8
syracuse,114,117,3,3.1,-39.7,18.9
utah,15,27,12,44.2,11.4,3.0
texas-christian,4,7,3,54.9,26.5,10.1
brigham-young,23,39,16,39.9,5.5,3.5
air-force,10,9,-1,47.8,16.5,8.8
colorado-state,103,103,0,8.1,-34.3,14.1
nevada-las-vegas,70,83,13,20.0,-15.5,9.7
new-mexico,57,87,30,23.2,3.7,5.7
wyoming,81,73,-8,17.0,-20.8,7.1
san-diego-state,119,118,-1,0.9,-47.2,20.6
east-carolina,24,26,2,38.6,3.5,2.4
southern-mississippi,38,54,16,31.9,5.3,1.2
memphis,107,105,-2,6.6,-27.3,13.6
marshall,84,86,2,16.3,-22.0,9.1
alabama-birmingham,116,116,0,2.7,-41.0,18.9
central-florida,61,62,1,22.8,-4.9,2.1
tulsa,48,48,0,25.7,-11.9,5.6
rice,83,71,-12,16.5,-21.6,9.7
houston,73,60,-13,19.3,-5.5,4.6
texas-el-paso,109,111,2,5.8,-33.0,17.1
tulane,88,78,-10,14.3,-7.6,8.6
southern-methodist,118,119,1,1.2,-47.7,22.2
boise-state,34,34,0,33.4,-0.4,3.6
louisiana-tech,74,74,0,19.0,-12.5,6.7
nevada,76,50,-26,18.8,-6.6,3.9
hawaii,94,75,-19,11.6,-23.3,6.8
fresno-state,49,29,-20,25.6,0.8,4.3
san-jose-state,86,101,15,15.2,-23.8,16.3
utah-state,111,107,-4,3.7,-37.6,13.7
new-mexico-state,110,99,-11,4.6,-39.0,15.2
idaho,115,109,-6,2.7,-44.1,20.5
western-kentucky,82,56,-26,16.8,-11.4,6.9
navy,63,40,-23,22.5,2.0,5.4
notre-dame,68,90,22,20.1,-20.3,12.1
army,121,121,0,0.0,-50.5,23.5
buffalo,80,77,-3,17.5,-19.8,8.0
bowling-green-state,99,98,-1,9.7,-27.9,13.3
temple,95,100,5,10.8,-25.1,15.2
akron,104,96,-8,8.1,-31.6,16.3
kent-state,96,110,14,10.5,-25.9,14.6
ohio,102,93,-9,8.1,-22.0,11.1
miami-oh,105,108,3,7.8,-32.3,15.9
ball-state,40,43,3,29.6,-9.1,4.8
western-michigan,87,97,10,15.1,-24.1,14.4
central-michigan,89,94,5,13.9,-26.2,11.9
northern-illinois,108,112,4,6.3,-31.6,17.0
eastern-michigan,91,63,-28,13.4,-19.2,3.4
toledo,67,92,25,20.3,-9.8,12.4
troy,16,41,25,43.9,15.4,2.5
louisiana-lafayette,101,113,12,8.4,-25.3,17.4
florida-atlantic,98,95,-3,9.7,-27.9,13.7
arkansas-state,28,14,-14,36.7,13.7,10.0
florida-international,112,114,2,3.7,-39.5,17.1
middle-tennessee-state,78,91,13,17.6,-9.3,12.7
louisiana-monroe,92,104,12,12.6,-21.2,12.1
north-texas,113,115,2,3.2,-39.4,20.3
fcs,120,120,0,0.4,-43.0,19.4
