Conference,Score
Big 12 Conference,37.8
Southeastern Conference,34.6
Big Ten Conference,33.5
Atlantic Coast Conference,31.1
Big East Conference,30.1
Pacific-10 Conference,29.7
Mountain West Conference,28.2
Independent,20.2
Western Athletic Conference,19.9
Conference USA,18.1
Mid-American Conference,17.4
Sun Belt Conference,16.0
FCS,0.5
