Conference,Score
Southeastern Conference,40.1
Big Ten Conference,34.8
Big 12 Conference,34.4
Atlantic Coast Conference,34.3
Pac-12 Conference,27.0
American Athletic Conference,26.2
Independent,25.0
Mountain West Conference,22.7
Sun Belt Conference,19.9
Mid-American Conference,17.5
Conference USA,17.5
FCS,0.7
