Conference,Score
Southeastern Conference,39.5
Big Ten Conference,30.6
Big 12 Conference,30.3
Atlantic Coast Conference,29.6
Pac-12 Conference,24.0
Independent,23.7
American Athletic Conference,23.6
Mountain West Conference,21.7
Sun Belt Conference,19.6
Mid-American Conference,17.2
Conference USA,16.7
FCS,0.4
