Conference,Score
Southeastern Conference,39.4
Big Ten Conference,38.2
Atlantic Coast Conference,36.0
Independent,33.6
Big 12 Conference,31.8
Pac-12 Conference,31.8
Mountain West Conference,26.9
American Athletic Conference,24.4
Mid-American Conference,20.7
Conference USA,20.2
Sun Belt Conference,18.0
FCS,2.1
