Team,Rank,PrevRank,DeltaRank,TeamScore,Strength,StandardDeviation
georgia,4,3,-1,60.3,20.4,8.1
florida,22,32,10,39.0,0.7,6.9
kentucky,12,10,-2,44.2,8.1,8.2
missouri,37,35,-2,31.6,1.8,3.9
south-carolina,45,48,3,29.5,-1.9,4.7
vanderbilt,74,68,-6,19.7,-15.5,9.2
tennessee,89,90,1,15.9,-19.3,9.9
alabama,2,1,-1,67.0,28.8,12.7
louisiana-state,15,8,-7,42.9,6.3,4.2
texas-am,21,31,10,39.4,10.6,8.3
mississippi-state,17,36,19,40.3,12.1,5.6
auburn,29,14,-15,35.2,3.7,6.0
mississippi,54,69,15,25.5,-12.5,7.1
arkansas,103,103,0,10.0,-21.7,8.4
oklahoma,8,5,-3,49.1,15.1,9.1
texas,19,28,9,39.5,1.5,3.0
west-virginia,16,16,0,41.7,-1.3,4.4
iowa-state,62,76,14,23.4,-2.3,2.1
baylor,69,75,6,20.4,-20.9,8.4
texas-christian,32,37,5,33.5,5.4,3.4
oklahoma-state,31,17,-14,34.0,1.6,4.8
kansas-state,93,96,3,13.5,-21.1,10.5
texas-tech,34,38,4,32.4,3.2,9.4
kansas,101,99,-2,11.2,-27.0,16.2
ohio-state,3,2,-1,61.3,21.6,10.5
michigan,7,9,2,52.0,19.3,6.6
penn-state,5,6,1,56.2,29.3,9.3
michigan-state,38,27,-11,31.0,0.8,3.2
maryland,42,39,-3,30.3,-0.5,6.2
indiana,52,41,-11,27.2,-9.7,3.7
rutgers,123,120,-3,3.7,-42.8,13.9
northwestern,64,83,19,21.8,-5.9,6.0
iowa,23,34,11,38.4,2.7,5.1
wisconsin,11,20,9,44.3,11.5,7.2
purdue,65,70,5,21.8,-5.9,4.6
minnesota,56,50,-6,24.5,-10.9,5.2
nebraska,108,109,1,7.8,-20.0,7.3
illinois,78,94,16,19.1,-20.6,10.4
clemson,1,4,3,67.9,29.9,8.2
syracuse,33,21,-12,32.7,-0.4,5.3
north-carolina-state,28,33,5,36.2,-8.4,11.0
boston-college,44,30,-14,29.6,-5.6,5.4
wake-forest,77,51,-26,19.4,-16.2,4.0
florida-state,75,72,-3,19.7,-15.5,10.0
louisville,105,95,-10,9.9,-30.1,11.8
pittsburgh,68,89,21,20.5,-14.1,6.2
georgia-tech,36,62,26,31.9,8.9,4.7
virginia,57,56,-1,24.5,-11.0,6.3
miami-fl,13,11,-2,43.8,7.6,6.9
virginia-tech,41,25,-16,30.4,-0.2,5.2
duke,20,18,-2,39.5,4.3,5.7
north-carolina,107,106,-1,9.2,-30.5,11.8
washington,18,19,1,40.1,2.2,4.0
washington-state,59,57,-2,24.4,-20.2,6.9
stanford,58,43,-15,24.4,-14.3,5.8
oregon,43,42,-1,29.7,-10.4,5.7
california,84,71,-13,17.6,-23.4,7.4
oregon-state,116,121,5,5.2,-37.8,13.4
utah,50,65,15,28.5,-3.7,3.9
arizona-state,60,47,-13,24.3,-6.5,5.5
arizona,83,87,4,17.6,-19.8,9.1
southern-california,66,61,-5,21.7,-16.0,7.1
ucla,113,116,3,7.2,-22.6,10.1
colorado,30,40,10,34.2,-11.0,7.2
