Conference,Score
Southeastern Conference,40.2
Big Ten Conference,30.1
Atlantic Coast Conference,29.7
Big 12 Conference,28.2
Independent,25.1
Pac-12 Conference,23.5
American Athletic Conference,23.3
Mountain West Conference,22.0
Sun Belt Conference,20.1
Mid-American Conference,17.5
Conference USA,16.0
FCS,0.4
