Conference,Score
Southeastern Conference,40.8
Big Ten Conference,30.5
Atlantic Coast Conference,30.4
Big 12 Conference,28.7
Independent,26.9
Pac-12 Conference,23.9
American Athletic Conference,22.5
Mountain West Conference,22.1
Sun Belt Conference,20.9
Conference USA,17.4
Mid-American Conference,17.1
FCS,0.5
