Conference,Score
Southeastern Conference,35.8
Big Ten Conference,31.4
Big 12 Conference,30.0
Atlantic Coast Conference,29.8
Pac-12 Conference,23.2
American Athletic Conference,22.8
Independent,21.8
Mountain West Conference,19.9
Sun Belt Conference,16.8
Mid-American Conference,15.4
Conference USA,14.5
FCS,0.1
