Team,Rank,PrevRank,DeltaRank,TeamScore,Strength,StandardDeviation
georgia,6,4,-2,51.8,15.6,7.6
florida,15,22,7,43.1,3.6,7.5
kentucky,12,12,0,45.1,8.8,8.7
missouri,50,37,-13,28.2,0.8,4.1
south-carolina,55,45,-10,26.2,-3.4,4.4
vanderbilt,82,74,-8,17.1,-18.0,8.7
tennessee,74,89,15,19.7,-16.3,9.3
alabama,1,2,1,70.0,29.9,11.9
louisiana-state,8,15,7,48.8,11.5,4.0
texas-am,17,21,4,42.4,10.9,7.9
mississippi-state,18,17,-1,41.4,13.4,5.3
auburn,41,29,-12,31.0,1.1,6.3
mississippi,54,54,0,27.4,-12.6,6.7
arkansas,105,103,-2,9.6,-20.4,7.9
oklahoma,7,8,1,50.8,16.9,8.5
texas,19,19,0,41.1,0.9,3.2
west-virginia,28,16,-12,36.3,-3.9,4.4
iowa-state,49,62,13,28.4,1.2,2.0
baylor,69,69,0,20.4,-18.3,7.9
texas-christian,45,32,-13,29.5,3.4,3.2
oklahoma-state,48,31,-17,28.5,-3.4,5.0
kansas-state,79,93,14,18.4,-15.3,9.9
texas-tech,30,34,4,35.3,3.2,9.1
kansas,103,101,-2,11.3,-27.5,15.2
ohio-state,3,3,0,59.5,17.1,9.8
michigan,4,7,3,56.2,21.7,6.6
penn-state,10,5,-5,47.5,23.4,9.2
michigan-state,29,38,9,35.7,3.8,3.3
maryland,34,42,8,33.1,-0.5,6.1
indiana,64,52,-12,23.1,-13.4,3.7
rutgers,122,123,1,3.5,-42.7,14.5
northwestern,63,64,1,23.7,-8.2,5.9
iowa,14,23,9,43.7,6.8,4.8
wisconsin,24,11,-13,38.7,8.8,6.8
purdue,52,65,13,27.6,-0.4,4.4
minnesota,61,56,-5,24.5,-6.7,5.1
nebraska,110,108,-2,8.1,-15.2,7.0
illinois,92,78,-14,14.0,-27.7,9.8
clemson,2,1,-1,67.7,29.0,9.3
syracuse,35,33,-2,33.1,-0.5,5.0
north-carolina-state,26,28,2,37.6,-7.3,10.4
boston-college,36,44,8,32.7,-4.3,5.9
wake-forest,77,77,0,19.1,-17.4,6.1
florida-state,75,75,0,19.6,-16.4,9.4
louisville,109,105,-4,8.8,-31.5,12.8
pittsburgh,73,68,-5,19.9,-11.8,5.8
georgia-tech,47,36,-11,28.8,7.6,4.8
virginia,53,57,4,27.5,-9.8,5.9
miami-fl,22,13,-9,39.2,5.9,6.5
virginia-tech,43,41,-2,30.3,-5.2,5.1
duke,16,20,4,42.6,5.3,5.4
north-carolina,106,107,1,9.6,-26.9,11.2
washington,27,18,-9,36.8,2.2,3.9
washington-state,58,59,1,25.0,-19.9,6.9
stanford,59,58,-1,24.8,-14.4,6.7
oregon,38,43,5,32.3,-9.5,5.6
california,93,84,-9,14.0,-27.7,7.1
oregon-state,119,116,-3,5.0,-38.9,12.7
utah,33,50,17,33.3,-0.2,3.9
arizona-state,60,60,0,24.7,-6.2,5.3
arizona,90,83,-7,14.8,-23.0,8.7
southern-california,62,66,4,24.3,-15.2,7.0
ucla,101,113,12,11.5,-17.2,9.4
colorado,39,30,-9,31.6,-10.5,6.8
massachusetts,120,118,-2,4.8,-42.4,13.0
new-mexico-state,127,126,-1,0.6,-53.9,19.4
liberty,98,104,6,12.7,-30.3,20.8
army,20,26,6,40.8,12.3,5.1
brigham-young,76,87,11,19.5,-19.9,8.4
notre-dame,5,6,1,52.1,8.0,6.8
