Conference,Score
Big Ten Conference,32.0
Atlantic Coast Conference,31.9
Southeastern Conference,29.0
Big 12 Conference,28.5
Independent,26.5
Pac-12 Conference,25.9
American Athletic Conference,23.5
Mountain West Conference,21.7
Mid-American Conference,18.5
Conference USA,16.3
Sun Belt Conference,15.2
FCS,0.0
