Conference,Score
Southeastern Conference,39.0
Big Ten Conference,30.7
Big 12 Conference,30.4
Atlantic Coast Conference,29.1
Pac-12 Conference,22.7
American Athletic Conference,22.2
Independent,22.0
Mountain West Conference,20.7
Sun Belt Conference,18.9
Mid-American Conference,16.6
Conference USA,15.4
FCS,0.2
