Team,Rank,PrevRank,DeltaRank,TeamScore,Strength,StandardDeviation
georgia,3,3,0,65.5,40.1,17.0
florida,10,14,4,51.6,27.6,21.0
kentucky,20,20,0,45.7,21.0,18.8
missouri,19,18,-1,45.9,27.9,20.4
south-carolina,49,38,-11,28.5,8.4,14.8
vanderbilt,66,54,-12,24.2,5.9,16.6
tennessee,77,76,-1,21.1,2.7,18.7
alabama,2,2,0,81.5,46.2,17.5
louisiana-state,16,16,0,47.5,23.6,14.6
texas-am,17,17,0,46.9,29.5,17.7
mississippi-state,12,11,-1,50.6,35.4,17.3
auburn,25,32,7,40.5,23.3,11.9
mississippi,84,85,1,19.7,-0.5,14.8
arkansas,106,106,0,9.5,-7.5,14.4
oklahoma,4,5,1,57.5,28.4,15.0
texas,34,35,1,35.0,8.6,13.6
west-virginia,29,23,-6,38.1,15.5,18.1
iowa-state,44,40,-4,30.0,5.5,15.3
baylor,71,82,11,22.4,-3.2,14.5
texas-christian,54,67,13,25.9,3.4,9.4
oklahoma-state,53,55,2,26.1,6.7,10.8
kansas-state,82,83,1,20.1,0.5,16.1
texas-tech,74,74,0,21.7,4.1,15.2
kansas,103,103,0,11.4,-8.9,19.0
ohio-state,5,7,2,55.7,22.2,11.1
michigan,9,6,-3,52.5,28.9,17.9
penn-state,15,15,0,47.9,24.2,11.8
michigan-state,39,39,0,31.5,10.5,13.0
maryland,69,69,0,23.2,7.6,14.6
indiana,81,79,-2,20.3,1.0,11.4
rutgers,120,120,0,4.9,-19.4,14.8
northwestern,46,46,0,29.7,5.0,12.4
iowa,22,22,0,41.2,20.5,15.3
wisconsin,30,36,6,38.0,19.2,11.3
purdue,63,52,-11,24.7,6.9,15.1
minnesota,52,66,14,27.5,6.5,11.7
nebraska,88,87,-1,18.7,4.3,16.6
illinois,102,102,0,11.7,-14.4,13.9
clemson,1,1,0,83.6,48.5,21.4
syracuse,21,25,4,42.6,14.9,14.1
north-carolina-state,27,28,1,38.8,10.9,17.3
boston-college,45,44,-1,30.0,7.8,12.5
wake-forest,57,59,2,25.6,2.8,11.4
florida-state,93,92,-1,16.1,-8.6,11.3
louisville,121,121,0,4.5,-27.6,12.5
pittsburgh,43,45,2,30.0,11.1,18.5
georgia-tech,36,29,-7,33.8,18.4,15.9
virginia,37,49,12,32.2,9.2,15.3
miami-fl,38,33,-5,32.2,15.3,12.2
virginia-tech,79,77,-2,20.7,-4.1,8.3
duke,48,53,5,29.1,4.0,10.1
north-carolina,105,105,0,10.0,-8.0,16.4
washington,24,24,0,41.0,12.5,11.4
washington-state,33,34,1,35.5,0.9,14.9
stanford,51,50,-1,28.3,-0.2,11.5
oregon,42,43,1,30.1,2.7,11.2
california,75,68,-7,21.6,-4.7,15.3
oregon-state,124,124,0,3.3,-32.5,13.5
utah,28,27,-1,38.4,13.9,17.8
arizona-state,61,61,0,25.2,2.2,12.4
arizona,89,89,0,17.7,-5.1,14.9
southern-california,90,90,0,17.4,-5.7,11.9
ucla,101,101,0,11.7,-8.1,14.9
colorado,91,91,0,16.3,-8.3,12.0
massachusetts,113,113,0,6.5,-28.1,13.0
new-mexico-state,128,128,0,2.1,-38.7,17.1
liberty,96,96,0,14.6,-16.4,16.2
army,7,9,2,54.7,26.0,14.0
brigham-young,60,60,0,25.5,2.6,15.9
notre-dame,6,4,-2,55.5,21.9,13.1
central-florida,8,8,0,54.6,17.0,14.4
temple,55,47,-8,25.9,-1.5,20.6
cincinnati,13,12,-1,49.1,20.0,22.2
south-florida,95,94,-1,14.8,-17.6,11.1
east-carolina,115,114,-1,6.3,-25.4,17.2
connecticut,131,131,0,0.0,-45.5,14.8
houston,59,57,-2,25.5,-2.1,12.5
memphis,41,42,1,30.5,9.3,13.0
tulane,65,65,0,24.4,0.5,15.2
southern-methodist,98,98,0,13.8,-14.0,14.0
tulsa,107,107,0,8.7,-17.7,12.3
navy,99,99,0,13.3,-0.1,10.5
utah-state,14,13,-1,48.6,18.0,19.3
boise-state,23,21,-2,41.2,12.9,12.4
wyoming,76,75,-1,21.2,-3.2,17.1
air-force,56,56,0,25.7,13.3,14.5
colorado-state,117,118,1,5.1,-29.2,14.5
new-mexico,109,110,1,7.7,-20.7,12.2
fresno-state,18,19,1,46.0,13.7,14.1
nevada,68,70,2,23.8,-5.1,16.3
hawaii,97,97,0,14.0,-20.3,11.3
san-diego-state,72,72,0,22.0,-4.0,11.3
nevada-las-vegas,104,104,0,11.0,-16.0,11.5
san-jose-state,127,127,0,2.5,-32.1,18.6
appalachian-state,11,10,-1,51.5,21.9,14.8
troy,35,37,2,34.1,2.9,14.3
georgia-southern,32,31,-1,37.5,7.6,17.9
coastal-carolina,100,100,0,12.1,-17.7,16.0
georgia-state,119,119,0,5.0,-25.5,17.0
arkansas-state,67,64,-3,23.9,-4.9,14.0
louisiana-lafayette,87,88,1,18.7,-8.0,19.4
louisiana-monroe,94,95,1,15.2,-15.1,16.7
south-alabama,114,115,1,6.4,-24.9,13.6
texas-state,116,116,0,6.3,-25.5,16.9
buffalo,40,41,1,30.8,0.7,16.9
ohio,31,30,-1,37.8,12.9,20.7
miami-oh,73,73,0,21.9,-1.8,19.7
akron,110,109,-1,7.6,-25.2,12.5
bowling-green-state,126,126,0,2.8,-36.4,17.5
kent-state,118,117,-1,5.0,-25.4,14.5
northern-illinois,62,62,0,25.1,-0.2,16.4
eastern-michigan,85,84,-1,19.6,-8.6,14.4
toledo,64,63,-1,24.5,0.8,12.9
western-michigan,83,81,-2,20.0,-7.7,12.5
ball-state,108,108,0,8.3,-23.4,13.3
central-michigan,125,125,0,3.1,-29.1,14.0
middle-tennessee-state,70,71,1,22.8,-4.5,18.2
florida-international,58,58,0,25.6,-6.0,13.6
marshall,47,48,1,29.2,-0.3,16.8
charlotte,92,93,1,16.2,-8.4,18.6
florida-atlantic,86,86,0,19.5,-1.0,13.3
old-dominion,111,111,0,7.5,-25.5,14.8
western-kentucky,112,112,0,7.1,-22.8,14.0
alabama-birmingham,26,26,0,39.3,8.9,19.7
north-texas,50,51,1,28.5,-1.4,13.7
louisiana-tech,80,80,0,20.5,-10.6,12.5
southern-mississippi,78,78,0,21.0,-6.0,13.1
texas-san-antonio,122,122,0,4.2,-32.1,13.5
rice,123,123,0,3.7,-29.7,13.5
texas-el-paso,129,129,0,1.6,-36.9,20.7
fcs,130,130,0,0.5,-38.9,17.0
