Conference,Score
Big Ten Conference,30.2
Atlantic Coast Conference,30.1
Southeastern Conference,27.2
Big 12 Conference,26.7
Independent,24.2
Pac-12 Conference,24.2
American Athletic Conference,21.7
Mountain West Conference,18.9
Mid-American Conference,16.7
Conference USA,14.5
Sun Belt Conference,13.4
FCS,2.9
