Conference,Score
Southeastern Conference,41.3
Atlantic Coast Conference,30.6
Big Ten Conference,30.5
Big 12 Conference,28.8
Independent,26.5
Pac-12 Conference,23.9
Mountain West Conference,22.4
American Athletic Conference,22.2
Sun Belt Conference,21.1
Conference USA,17.6
Mid-American Conference,17.2
FCS,0.5
