Conference,Score
Southeastern Conference,35.8
Big Ten Conference,31.4
Big 12 Conference,29.9
Atlantic Coast Conference,29.7
Pac-12 Conference,22.9
American Athletic Conference,22.6
Independent,20.4
Mountain West Conference,20.1
Sun Belt Conference,16.3
Mid-American Conference,14.8
Conference USA,13.7
FCS,0.1
