Team,Rank,PrevRank,DeltaRank,TeamScore,Strength,StandardDeviation
georgia,3,3,0,64.3,40.7,17.7
florida,15,13,-2,47.0,24.9,21.7
kentucky,20,18,-2,44.7,21.7,19.8
missouri,18,17,-1,45.3,29.1,21.0
south-carolina,40,40,0,31.3,12.3,15.6
vanderbilt,56,57,1,25.7,8.0,17.4
tennessee,77,77,0,20.3,3.0,19.6
alabama,2,2,0,79.4,46.5,18.4
louisiana-state,16,15,-1,46.0,23.6,15.4
texas-am,17,16,-1,45.6,29.6,18.5
mississippi-state,11,9,-2,49.0,35.0,18.0
auburn,31,30,-1,35.5,19.8,12.6
mississippi,84,85,1,19.0,-0.0,15.6
arkansas,106,106,0,9.1,-7.1,15.2
oklahoma,5,5,0,58.7,27.8,15.9
texas,35,35,0,33.9,8.9,14.4
west-virginia,23,22,-1,40.1,16.7,19.0
iowa-state,43,43,0,30.3,5.1,16.2
baylor,81,83,2,19.4,-4.5,15.3
texas-christian,65,65,0,23.2,3.1,9.7
oklahoma-state,58,59,1,25.1,6.8,11.3
kansas-state,83,84,1,19.2,0.5,16.9
texas-tech,74,75,1,21.1,4.7,16.0
kansas,103,103,0,10.9,-8.6,19.9
ohio-state,7,7,0,55.1,23.5,11.7
michigan,6,6,0,57.7,33.5,18.9
penn-state,14,14,0,47.2,25.2,12.4
michigan-state,41,41,0,31.2,12.1,13.7
maryland,67,68,1,22.9,8.9,15.4
indiana,79,82,3,19.8,1.8,12.1
rutgers,118,118,0,4.7,-18.5,15.6
northwestern,48,49,1,28.9,5.8,13.1
iowa,21,21,0,40.3,21.0,16.1
wisconsin,36,36,0,33.5,16.2,12.0
purdue,51,52,1,27.2,10.9,16.0
minnesota,63,63,0,23.6,3.9,12.4
nebraska,86,87,1,18.2,5.0,17.4
illinois,102,102,0,11.2,-13.6,14.7
clemson,1,1,0,81.1,48.5,22.2
syracuse,24,24,0,40.0,14.7,14.8
north-carolina-state,27,27,0,37.5,11.1,18.0
boston-college,45,46,1,29.6,9.1,13.2
wake-forest,66,66,0,23.0,2.6,12.0
florida-state,93,93,0,15.6,-7.8,11.9
louisville,121,121,0,4.0,-27.2,12.7
pittsburgh,46,47,1,29.3,12.0,19.2
georgia-tech,28,28,0,37.1,22.6,16.7
virginia,49,50,1,28.1,6.6,16.1
miami-fl,32,31,-1,35.5,19.6,12.9
virginia-tech,78,79,1,20.0,-3.4,8.4
duke,57,58,1,25.5,1.9,10.3
north-carolina,105,105,0,9.7,-7.1,17.3
washington,25,23,-2,39.9,13.2,12.0
washington-state,34,34,0,34.6,2.7,15.7
stanford,50,51,1,27.9,1.2,12.1
oregon,44,45,1,29.6,4.0,11.8
california,68,69,1,22.8,-3.0,16.1
oregon-state,124,124,0,3.1,-31.1,14.2
utah,26,26,0,37.7,14.9,18.7
arizona-state,60,55,-5,24.7,3.3,13.1
arizona,89,89,0,17.5,-3.5,15.7
southern-california,90,90,0,17.1,-4.4,12.5
ucla,101,101,0,11.4,-7.0,15.8
colorado,92,92,0,15.9,-7.2,12.7
massachusetts,114,114,0,5.9,-27.6,13.7
new-mexico-state,128,128,0,1.4,-38.8,18.0
liberty,99,98,-1,13.1,-17.2,17.0
army,12,11,-1,48.5,21.3,14.7
brigham-young,71,71,0,22.5,1.6,16.6
notre-dame,4,4,0,59.1,24.1,13.8
central-florida,8,8,0,54.6,19.0,15.1
temple,47,48,1,29.3,3.4,21.5
cincinnati,10,10,0,49.1,22.1,23.1
south-florida,91,91,0,17.0,-13.2,11.6
east-carolina,112,113,1,6.4,-22.9,18.1
connecticut,131,131,0,0.0,-43.4,15.5
houston,42,44,2,30.5,5.4,13.0
memphis,37,38,1,32.6,12.0,13.7
tulane,61,73,12,24.3,2.6,16.0
southern-methodist,97,97,0,13.9,-11.7,14.8
tulsa,107,107,0,8.8,-15.3,13.0
navy,98,99,1,13.3,1.9,11.1
utah-state,13,19,6,47.4,18.6,20.1
boise-state,22,25,3,40.2,13.6,13.1
wyoming,76,78,2,20.5,-2.4,17.8
air-force,59,60,1,25.0,13.9,15.3
colorado-state,120,120,0,4.6,-28.6,15.3
new-mexico,110,110,0,7.2,-20.4,12.8
fresno-state,19,20,1,45.2,14.6,14.8
nevada,69,70,1,22.7,-3.0,17.1
hawaii,95,95,0,14.6,-18.5,11.9
san-diego-state,64,64,0,23.5,-1.7,11.9
nevada-las-vegas,104,104,0,10.6,-15.1,12.2
san-jose-state,127,127,0,2.3,-31.4,19.6
appalachian-state,9,12,3,50.1,22.1,15.6
troy,39,39,0,31.5,2.5,15.1
georgia-southern,29,33,4,36.2,7.9,18.7
coastal-carolina,100,100,0,11.4,-17.3,16.9
georgia-state,119,119,0,4.6,-24.9,17.9
arkansas-state,62,61,-1,24.0,-5.0,14.7
louisiana-lafayette,87,80,-7,17.8,-7.8,20.4
louisiana-monroe,96,96,0,14.2,-14.9,17.6
south-alabama,115,115,0,5.9,-24.6,14.4
texas-state,116,116,0,5.7,-25.3,17.7
buffalo,38,37,-1,32.5,2.6,17.7
ohio,33,32,-1,35.2,12.9,21.3
miami-oh,75,74,-1,21.1,-1.3,20.5
akron,109,109,0,7.3,-23.9,12.9
bowling-green-state,126,126,0,2.7,-34.7,18.5
kent-state,117,117,0,4.8,-24.1,15.3
northern-illinois,54,54,0,26.8,2.1,17.3
eastern-michigan,82,76,-6,19.2,-7.1,15.2
toledo,53,53,0,26.9,4.4,13.7
western-michigan,72,72,0,21.9,-4.5,13.2
ball-state,108,108,0,8.0,-22.0,14.0
central-michigan,125,125,0,3.0,-27.4,14.7
middle-tennessee-state,73,62,-11,21.6,-4.6,19.0
florida-international,70,67,-3,22.5,-7.3,14.3
marshall,55,56,1,25.8,-2.2,17.6
charlotte,94,94,0,15.1,-8.8,19.4
florida-atlantic,85,86,1,18.4,-1.3,14.0
old-dominion,111,111,0,6.7,-25.6,15.6
western-kentucky,113,112,-1,6.3,-23.4,14.7
alabama-birmingham,30,29,-1,36.1,7.8,20.7
north-texas,52,42,-10,27.1,-1.5,14.4
louisiana-tech,88,88,0,17.5,-12.2,13.2
southern-mississippi,80,81,1,19.5,-6.8,13.8
texas-san-antonio,122,122,0,3.3,-32.7,14.2
rice,123,123,0,3.3,-29.4,14.2
texas-el-paso,129,129,0,1.2,-37.1,21.8
fcs,130,130,0,0.4,-38.2,18.0
