Conference,Score
Southeastern Conference,40.5
Big Ten Conference,30.1
Atlantic Coast Conference,29.8
Big 12 Conference,28.3
Independent,25.2
Pac-12 Conference,23.8
American Athletic Conference,23.1
Mountain West Conference,21.6
Sun Belt Conference,20.2
Mid-American Conference,17.7
Conference USA,16.8
FCS,0.4
