Conference,Score
Big Ten Conference,30.5
Big 12 Conference,29.6
Southeastern Conference,29.3
Big East Conference,27.6
Pacific-10 Conference,25.2
Mountain West Conference,24.8
Atlantic Coast Conference,24.6
Independent,20.3
Conference USA,16.5
Mid-American Conference,15.0
Western Athletic Conference,12.3
Sun Belt Conference,8.2
FCS,0.1
