Conference,Score
Big Ten Conference,31.6
Southeastern Conference,31.4
Big 12 Conference,30.7
Big East Conference,29.1
Pacific-10 Conference,26.6
Mountain West Conference,26.5
Atlantic Coast Conference,25.7
Independent,23.6
Conference USA,17.2
Mid-American Conference,16.5
Western Athletic Conference,13.4
Sun Belt Conference,8.6
FCS,0.5
