Conference,Score
Big Ten Conference,29.7
Southeastern Conference,29.5
Big 12 Conference,28.0
Atlantic Coast Conference,26.7
Pacific-10 Conference,25.9
Big East Conference,24.4
Independent,23.3
Mountain West Conference,23.0
Conference USA,16.5
Mid-American Conference,15.2
Western Athletic Conference,14.4
Sun Belt Conference,9.1
FCS,0.6
