Conference,Score
Big Ten Conference,30.3
Big 12 Conference,29.7
Southeastern Conference,29.0
Big East Conference,26.0
Atlantic Coast Conference,25.6
Pacific-10 Conference,24.6
Mountain West Conference,24.0
Independent,23.7
Conference USA,16.8
Mid-American Conference,15.1
Western Athletic Conference,14.9
Sun Belt Conference,9.3
FCS,0.5
