Team,Rank,PrevRank,DeltaRank,TeamScore,Strength,StandardDeviation
georgia,7,8,1,48.9,50.5,12.8
tennessee,15,17,2,41.8,41.0,10.0
florida,26,20,-6,36.4,43.5,12.0
south-carolina,63,63,0,18.4,27.4,9.5
kentucky,79,74,-5,12.9,19.7,7.5
vanderbilt,92,92,0,7.7,16.1,6.2
louisiana-state,2,3,1,58.7,57.5,14.9
mississippi,19,19,0,40.0,43.5,15.6
auburn,28,29,1,34.8,47.1,13.2
arkansas,18,11,-7,40.7,50.4,13.7
alabama,68,59,-9,17.9,36.1,10.7
mississippi-state,101,101,0,5.0,5.4,3.3
florida-state,8,10,2,48.9,50.5,12.5
maryland,20,21,1,39.5,42.8,10.0
clemson,33,34,1,30.6,34.4,11.1
north-carolina-state,49,49,0,25.5,30.6,7.5
virginia,47,52,5,26.6,32.6,8.6
georgia-tech,55,51,-4,23.2,31.6,10.0
wake-forest,58,58,0,19.6,30.0,8.8
duke,81,84,3,12.3,18.2,6.7
north-carolina,95,96,1,6.5,11.1,6.7
michigan,5,4,-1,52.5,55.3,13.6
ohio-state,13,13,0,44.1,44.1,11.2
purdue,16,16,0,41.5,45.8,12.5
iowa,14,15,1,42.9,47.7,11.7
minnesota,9,7,-2,48.4,55.7,16.0
michigan-state,35,33,-2,30.6,34.3,13.8
wisconsin,32,32,0,30.9,40.3,10.6
northwestern,57,56,-1,22.9,31.1,12.9
penn-state,82,85,3,11.8,23.1,9.4
indiana,97,99,2,5.8,8.5,7.7
illinois,103,104,1,4.2,7.8,5.4
kansas-state,10,9,-1,47.9,53.2,13.8
nebraska,17,18,1,40.9,44.9,12.7
missouri,31,31,0,32.9,38.0,10.2
kansas,69,68,-1,17.1,19.6,14.1
colorado,73,69,-4,15.7,21.2,8.0
iowa-state,104,102,-2,4.1,1.9,5.5
oklahoma,1,1,0,69.6,64.9,16.2
texas,4,5,1,53.4,56.5,13.4
oklahoma-state,24,28,4,37.0,39.2,12.8
texas-tech,52,50,-2,24.8,29.4,8.0
texas-am,84,82,-2,11.0,14.6,7.2
baylor,107,106,-1,3.6,-3.1,6.7
southern-california,3,2,-1,58.2,58.1,14.4
washington-state,25,26,1,36.7,38.7,10.2
oregon,41,40,-1,27.6,29.4,7.7
california,38,38,0,28.9,39.9,9.8
oregon-state,36,36,0,29.6,34.6,8.9
washington,66,62,-4,18.2,21.7,7.0
ucla,61,61,0,18.7,22.8,6.6
arizona-state,75,76,1,15.0,19.6,6.4
stanford,85,75,-10,10.9,12.5,6.7
arizona,100,98,-2,5.3,6.5,7.8
miami-fl,12,14,2,44.9,45.2,11.7
west-virginia,30,30,0,34.0,39.7,10.4
pittsburgh,51,43,-8,24.9,25.1,7.9
virginia-tech,29,24,-5,34.3,40.1,12.2
boston-college,45,46,1,26.9,33.2,8.3
syracuse,60,57,-3,19.0,26.0,9.8
rutgers,76,81,5,15.0,19.5,14.1
temple,106,107,1,3.6,4.8,5.1
utah,22,23,1,37.3,36.2,11.2
new-mexico,21,22,1,37.6,45.5,12.8
colorado-state,40,41,1,27.8,34.7,10.2
air-force,37,39,2,29.3,37.5,10.2
san-diego-state,64,64,0,18.3,22.0,9.3
brigham-young,78,80,2,13.1,20.3,8.5
nevada-las-vegas,59,67,8,19.4,24.1,7.4
wyoming,89,88,-1,8.5,8.1,11.6
connecticut,43,45,2,27.1,24.7,6.2
navy,39,42,3,28.6,32.9,10.5
troy,71,71,0,16.0,17.4,7.0
notre-dame,53,60,7,23.9,36.6,8.9
southern-mississippi,48,48,0,26.0,23.2,10.4
texas-christian,27,27,0,36.0,29.7,8.0
louisville,42,47,5,27.3,25.1,7.5
memphis,44,37,-7,27.1,28.6,11.5
south-florida,62,65,3,18.7,16.5,8.0
houston,72,78,6,15.9,13.6,4.0
alabama-birmingham,83,79,-4,11.0,10.5,11.5
tulane,96,97,1,6.2,-0.4,5.0
cincinnati,77,73,-4,13.6,16.5,8.2
east-carolina,112,111,-1,2.0,-4.0,6.1
army,118,118,0,0.0,-14.7,9.3
boise-state,11,12,1,46.0,41.9,10.6
fresno-state,65,66,1,18.3,16.5,5.3
tulsa,54,54,0,23.7,23.3,16.9
hawaii,67,72,5,17.9,14.0,4.6
rice,74,86,12,15.5,20.7,6.9
nevada,80,77,-3,12.3,10.0,7.3
louisiana-tech,88,83,-5,9.0,5.8,7.3
san-jose-state,108,109,1,3.6,-3.9,4.3
texas-el-paso,113,113,0,1.9,-6.6,14.2
southern-methodist,116,116,0,1.0,-7.0,5.4
miami-oh,6,6,0,49.6,46.3,15.6
marshall,50,55,5,25.2,25.6,6.9
akron,70,70,0,16.3,14.4,9.6
kent-state,90,90,0,8.4,4.5,5.1
central-florida,110,110,0,2.9,-5.4,7.4
ohio,98,95,-3,5.5,7.5,5.2
buffalo,115,115,0,1.1,-8.9,9.4
bowling-green-state,23,25,2,37.2,34.9,10.6
northern-illinois,46,44,-2,26.9,21.1,6.5
