Conference,Score
Big Ten Conference,37.1
Big 12 Conference,36.2
Southeastern Conference,35.1
Pacific-10 Conference,33.8
Big East Conference,31.0
Atlantic Coast Conference,30.6
Mountain West Conference,28.5
Independent,25.5
Conference USA,21.4
Mid-American Conference,21.2
Western Athletic Conference,16.3
Sun Belt Conference,11.7
FCS,2.1
