Team,Rank,PrevRank,DeltaRank,TeamScore,Strength,StandardDeviation
georgia,9,0,-9,35.3,39.6,0.0
tennessee,35,0,-35,28.7,26.4,0.0
florida,37,0,-37,28.3,25.6,0.0
south-carolina,56,0,-56,24.1,17.3,0.0
kentucky,53,0,-53,25.0,19.1,0.0
vanderbilt,75,0,-75,18.8,6.7,0.0
louisiana-state,26,0,-26,31.2,31.4,0.0
mississippi,58,0,-58,23.3,15.5,0.0
auburn,10,0,-10,34.7,38.3,0.0
arkansas,12,0,-12,34.5,37.9,0.0
alabama,6,0,-6,38.1,45.3,0.0
mississippi-state,76,0,-76,18.5,6.0,0.0
florida-state,13,0,-13,34.4,37.9,0.0
maryland,16,0,-16,33.8,36.6,0.0
clemson,59,0,-59,23.0,15.1,0.0
north-carolina-state,20,0,-20,32.0,33.0,0.0
virginia,49,0,-49,26.0,21.1,0.0
georgia-tech,45,0,-45,26.5,21.9,0.0
wake-forest,32,0,-32,29.6,28.1,0.0
duke,73,0,-73,20.1,9.3,0.0
north-carolina,94,0,-94,14.2,-2.6,0.0
michigan,17,0,-17,32.9,34.9,0.0
ohio-state,7,0,-7,37.6,44.1,0.0
purdue,27,0,-27,30.8,30.6,0.0
iowa,4,0,-4,38.4,45.9,0.0
minnesota,42,0,-42,26.6,22.1,0.0
michigan-state,78,0,-78,18.2,5.4,0.0
wisconsin,29,0,-29,30.0,29.1,0.0
northwestern,101,0,-101,11.0,-8.9,0.0
penn-state,5,0,-5,38.2,45.5,0.0
indiana,99,0,-99,11.7,-7.6,0.0
illinois,55,0,-55,24.6,18.2,0.0
kansas-state,1,0,-1,46.8,62.6,0.0
nebraska,23,0,-23,31.6,32.2,0.0
missouri,38,0,-38,27.9,24.8,0.0
kansas,111,0,-111,7.1,-16.8,0.0
colorado,21,0,-21,31.7,32.5,0.0
iowa-state,39,0,-39,27.4,23.8,0.0
oklahoma,3,0,-3,38.6,46.2,0.0
texas,15,0,-15,34.2,37.5,0.0
oklahoma-state,47,0,-47,26.2,21.5,0.0
texas-tech,40,0,-40,27.0,23.1,0.0
texas-am,50,0,-50,26.0,21.0,0.0
baylor,106,0,-106,9.7,-11.5,0.0
southern-california,2,0,-2,41.9,52.9,0.0
washington-state,25,0,-25,31.4,31.9,0.0
oregon,44,0,-44,26.5,22.0,0.0
california,33,0,-33,29.2,27.4,0.0
oregon-state,22,0,-22,31.6,32.3,0.0
washington,48,0,-48,26.2,21.4,0.0
ucla,36,0,-36,28.6,26.2,0.0
arizona-state,51,0,-51,25.5,20.1,0.0
stanford,70,0,-70,20.6,10.3,0.0
arizona,87,0,-87,16.5,2.1,0.0
miami-fl,8,0,-8,37.1,43.2,0.0
west-virginia,11,0,-11,34.6,38.3,0.0
pittsburgh,28,0,-28,30.5,29.9,0.0
virginia-tech,14,0,-14,34.4,37.8,0.0
boston-college,30,0,-30,29.7,28.5,0.0
syracuse,64,0,-64,21.8,12.6,0.0
rutgers,110,0,-110,7.2,-16.5,0.0
temple,65,0,-65,21.8,12.6,0.0
utah,62,0,-62,22.6,14.2,0.0
new-mexico,66,0,-66,21.5,12.0,0.0
colorado-state,43,0,-43,26.5,22.0,0.0
air-force,24,0,-24,31.4,31.9,0.0
san-diego-state,96,0,-96,13.5,-4.0,0.0
brigham-young,92,0,-92,14.8,-1.4,0.0
nevada-las-vegas,72,0,-72,20.2,9.4,0.0
wyoming,102,0,-102,11.0,-9.0,0.0
connecticut,60,0,-60,22.8,14.5,0.0
navy,79,0,-79,18.0,5.0,0.0
troy,68,0,-68,21.0,11.1,0.0
notre-dame,18,0,-18,32.3,33.6,0.0
southern-mississippi,69,0,-69,20.7,10.4,0.0
texas-christian,34,0,-34,28.7,26.5,0.0
louisville,63,0,-63,22.1,13.3,0.0
memphis,95,0,-95,14.0,-2.9,0.0
south-florida,31,0,-31,29.6,28.3,0.0
houston,82,0,-82,17.4,3.8,0.0
alabama-birmingham,97,0,-97,13.3,-4.5,0.0
tulane,85,0,-85,16.8,2.6,0.0
cincinnati,54,0,-54,24.7,18.4,0.0
east-carolina,88,0,-88,15.5,0.0,0.0
army,116,0,-116,2.7,-25.7,0.0
boise-state,19,0,-19,32.2,33.4,0.0
fresno-state,77,0,-77,18.2,5.5,0.0
tulsa,117,0,-117,2.6,-25.8,0.0
hawaii,81,0,-81,17.4,3.9,0.0
rice,83,0,-83,17.3,3.6,0.0
nevada,93,0,-93,14.6,-1.8,0.0
louisiana-tech,100,0,-100,11.6,-7.8,0.0
san-jose-state,103,0,-103,10.9,-9.1,0.0
texas-el-paso,114,0,-114,3.3,-24.4,0.0
southern-methodist,105,0,-105,10.2,-10.5,0.0
miami-oh,61,0,-61,22.7,14.5,0.0
marshall,67,0,-67,21.3,11.5,0.0
akron,89,0,-89,15.2,-0.5,0.0
kent-state,104,0,-104,10.7,-9.6,0.0
central-florida,71,0,-71,20.5,10.1,0.0
ohio,80,0,-80,17.8,4.6,0.0
buffalo,113,0,-113,3.9,-23.2,0.0
bowling-green-state,41,0,-41,26.9,22.8,0.0
northern-illinois,52,0,-52,25.1,19.2,0.0
toledo,46,0,-46,26.5,21.9,0.0
western-michigan,86,0,-86,16.6,2.3,0.0
ball-state,90,0,-90,15.2,-0.5,0.0
eastern-michigan,118,0,-118,0.0,-31.0,0.0
central-michigan,91,0,-91,14.9,-1.2,0.0
north-texas,57,0,-57,24.1,17.3,0.0
louisiana-lafayette,109,0,-109,8.5,-13.9,0.0
arkansas-state,98,0,-98,12.4,-6.2,0.0
middle-tennessee-state,84,0,-84,17.2,3.4,0.0
utah-state,108,0,-108,8.9,-13.2,0.0
idaho,107,0,-107,9.5,-12.0,0.0
new-mexico-state,74,0,-74,19.1,7.1,0.0
louisiana-monroe,112,0,-112,6.8,-17.4,0.0
fcs,115,0,-115,2.8,-25.3,0.0
