Conference,Score
Big Ten Conference,30.2
Big 12 Conference,29.2
Southeastern Conference,28.9
Atlantic Coast Conference,26.0
Pacific-10 Conference,25.4
Big East Conference,25.4
Independent,23.6
Mountain West Conference,22.8
Conference USA,16.6
Mid-American Conference,14.9
Western Athletic Conference,14.7
Sun Belt Conference,8.8
FCS,0.4
