Conference,Score
Southeastern Conference,31.0
Big Ten Conference,30.6
Big 12 Conference,29.8
Big East Conference,26.0
Pacific-10 Conference,25.6
Atlantic Coast Conference,25.5
Mountain West Conference,24.0
Independent,22.7
Conference USA,17.1
Mid-American Conference,15.5
Western Athletic Conference,14.4
Sun Belt Conference,9.4
FCS,0.3
