Team,Rank,PrevRank,DeltaRank,TeamScore,Strength,StandardDeviation
georgia,5,9,4,46.4,47.3,19.8
tennessee,20,34,14,37.1,31.8,13.2
florida,11,36,25,42.4,40.7,12.8
south-carolina,57,55,-2,22.9,8.1,8.7
kentucky,84,52,-32,14.7,6.8,9.6
vanderbilt,82,75,-7,15.0,7.5,3.4
louisiana-state,23,26,3,36.5,30.9,15.7
mississippi,46,58,12,26.9,14.8,7.8
auburn,51,10,-41,24.8,32.0,19.2
arkansas,27,12,-15,34.0,37.9,19.0
alabama,3,6,3,47.9,49.8,22.7
mississippi-state,85,76,-9,14.1,5.3,3.0
florida-state,10,13,3,43.6,42.7,19.0
maryland,52,16,-36,24.5,31.2,18.3
clemson,83,59,-24,15.0,7.4,7.5
north-carolina-state,32,20,-12,32.9,24.8,16.5
virginia,29,48,19,33.8,26.3,10.5
georgia-tech,77,44,-33,16.8,12.1,11.0
wake-forest,22,32,10,36.6,31.0,14.1
duke,86,73,-13,13.6,4.1,4.7
north-carolina,100,95,-5,9.1,-7.3,1.3
michigan,14,17,3,40.6,37.7,17.4
ohio-state,7,7,0,45.2,45.3,22.1
purdue,40,27,-13,30.3,30.6,15.3
iowa,8,4,-4,45.0,45.1,22.9
minnesota,39,41,2,31.4,22.3,11.1
michigan-state,59,78,19,22.4,7.3,2.7
wisconsin,15,29,14,40.5,37.5,14.6
northwestern,80,102,22,15.9,-3.4,4.5
penn-state,13,5,-8,41.7,39.5,22.7
indiana,102,100,-2,8.2,-9.4,3.8
illinois,68,54,-14,19.3,18.3,9.1
kansas-state,1,1,0,61.3,61.9,30.8
nebraska,17,23,6,39.4,35.7,16.1
missouri,33,37,4,32.9,24.8,12.4
kansas,112,111,-1,3.1,-22.3,8.4
colorado,25,21,-4,34.4,27.3,16.2
iowa-state,63,38,-25,20.6,4.3,11.9
oklahoma,4,3,-1,46.4,47.4,23.1
texas,6,15,9,45.7,46.2,18.7
oklahoma-state,70,46,-24,19.2,18.0,10.8
texas-tech,24,39,15,34.6,27.6,11.5
texas-am,45,49,4,27.6,16.1,10.5
baylor,106,106,0,7.3,-11.7,5.8
southern-california,2,2,0,53.6,59.3,26.5
washington-state,19,25,6,37.6,32.7,15.9
oregon,38,43,5,31.6,22.7,11.0
california,35,57,22,31.9,33.7,14.2
oregon-state,28,22,-6,33.8,26.4,16.2
washington,65,47,-18,20.1,20.2,10.7
ucla,43,35,-8,28.1,26.2,13.1
arizona-state,50,50,0,25.0,20.1,10.0
stanford,64,70,6,20.2,10.3,5.1
arizona,58,87,29,22.6,7.7,1.0
miami-fl,9,8,-1,44.5,44.1,21.6
west-virginia,54,11,-43,24.0,29.9,19.2
pittsburgh,41,28,-13,30.0,29.9,15.0
virginia-tech,16,14,-2,39.8,36.3,18.9
boston-college,60,30,-30,22.2,25.5,14.2
syracuse,62,64,2,21.3,12.6,6.3
rutgers,105,110,5,7.9,-16.8,8.3
temple,66,65,-1,19.5,18.7,6.3
utah,47,62,15,26.3,13.9,7.1
new-mexico,18,66,48,38.9,34.9,6.0
colorado-state,56,42,-14,22.9,27.2,11.0
air-force,12,24,12,41.7,39.5,15.9
san-diego-state,88,97,9,13.1,-8.1,2.0
brigham-young,55,93,38,23.1,8.4,0.7
nevada-las-vegas,42,72,30,28.3,17.1,4.7
wyoming,103,103,0,8.2,-16.3,4.5
connecticut,44,60,16,27.8,16.3,7.3
navy,49,79,30,25.7,12.8,2.5
troy,72,68,-4,18.4,16.0,5.5
notre-dame,36,18,-18,31.8,33.6,16.8
southern-mississippi,92,69,-23,12.0,-0.1,5.2
texas-christian,31,33,2,33.1,25.2,13.2
louisville,30,63,33,33.4,25.6,6.7
memphis,69,96,27,19.2,2.0,1.4
south-florida,61,31,-30,21.5,23.8,14.2
houston,48,82,34,26.0,13.4,1.9
alabama-birmingham,81,98,17,15.4,-4.3,2.2
tulane,87,85,-2,13.6,3.9,1.3
cincinnati,21,53,32,37.0,31.7,9.2
east-carolina,109,89,-20,6.7,-13.3,0.0
army,114,115,1,2.2,-25.7,12.8
boise-state,37,19,-18,31.7,33.4,16.7
fresno-state,91,77,-14,12.0,0.1,2.7
tulsa,116,116,0,1.6,-26.0,12.9
hawaii,76,81,5,17.4,-1.0,2.0
rice,98,83,-15,9.6,-6.0,1.8
nevada,89,94,5,13.0,-8.3,0.9
louisiana-tech,101,101,0,8.5,-8.7,3.9
san-jose-state,95,88,-7,11.0,-7.9,2.1
texas-el-paso,118,114,-4,0.0,-30.0,12.2
southern-methodist,110,105,-5,6.0,-15.1,5.3
miami-oh,73,61,-12,18.1,15.3,7.3
marshall,53,67,14,24.4,10.7,5.8
akron,104,90,-14,8.1,-9.8,0.3
kent-state,74,104,30,17.8,-0.3,4.8
