Conference,Score
Big Ten Conference,30.5
Southeastern Conference,30.3
Big 12 Conference,29.8
Atlantic Coast Conference,25.8
Big East Conference,25.3
Pacific-10 Conference,24.9
Mountain West Conference,23.9
Independent,23.9
Conference USA,16.7
Mid-American Conference,15.3
Western Athletic Conference,14.9
Sun Belt Conference,9.2
FCS,0.3
