Conference,Score
Big 12 Conference,43.2
Big Ten Conference,39.1
Southeastern Conference,37.2
Big East Conference,37.1
Pacific-10 Conference,33.9
Atlantic Coast Conference,31.7
Independent,31.6
Mountain West Conference,30.9
Conference USA,24.5
Mid-American Conference,22.4
Western Athletic Conference,19.2
Sun Belt Conference,18.5
FCS,4.2
