Conference,Score
Big Ten Conference,29.8
Big 12 Conference,29.5
Southeastern Conference,29.0
Atlantic Coast Conference,26.0
Pacific-10 Conference,25.4
Big East Conference,25.3
Independent,23.5
Mountain West Conference,22.8
Conference USA,16.7
Mid-American Conference,14.8
Western Athletic Conference,14.7
Sun Belt Conference,8.8
FCS,0.5
