Conference,Score
Big Ten Conference,35.6
Big 12 Conference,34.5
Southeastern Conference,33.4
Big East Conference,32.5
Pacific-10 Conference,30.9
Atlantic Coast Conference,30.1
Mountain West Conference,27.6
Independent,22.3
Conference USA,20.7
Mid-American Conference,19.2
Western Athletic Conference,15.5
Sun Belt Conference,10.7
FCS,1.8
