Conference,Score
Big 12 Conference,28.6
Southeastern Conference,28.4
Big Ten Conference,27.3
Pacific-10 Conference,27.3
Big East Conference,27.1
Atlantic Coast Conference,26.6
Independent,23.5
Mountain West Conference,20.2
Conference USA,18.7
Mid-American Conference,16.9
Western Athletic Conference,14.3
Sun Belt Conference,13.3
FCS,0.3
