Conference,Score
Southeastern Conference,30.4
Big Ten Conference,29.5
Big 12 Conference,29.0
Big East Conference,25.0
Pacific-10 Conference,24.8
Atlantic Coast Conference,23.4
Mountain West Conference,23.0
Independent,21.2
Conference USA,16.7
Mid-American Conference,14.5
Western Athletic Conference,13.1
Sun Belt Conference,8.6
FCS,0.1
