Conference,Score
Southeastern Conference,35.4
Atlantic Coast Conference,34.5
Big Ten Conference,33.0
Pac-12 Conference,30.8
American Athletic Conference,27.5
Big 12 Conference,26.9
Mountain West Conference,21.5
Independent,21.1
Mid-American Conference,19.6
Conference USA,16.5
Sun Belt Conference,15.7
FCS,0.9
