Conference,Score
Atlantic Coast Conference,33.3
Southeastern Conference,33.1
Big Ten Conference,30.3
Pac-12 Conference,28.4
Big 12 Conference,26.3
American Athletic Conference,25.2
Independent,24.6
Mountain West Conference,20.9
Mid-American Conference,17.7
Sun Belt Conference,16.5
Conference USA,15.9
FCS,0.6
