Conference,Score
Southeastern Conference,32.9
Big Ten Conference,32.3
Atlantic Coast Conference,32.1
Pac-12 Conference,30.6
American Athletic Conference,26.5
Big 12 Conference,25.5
Independent,24.2
Mountain West Conference,21.9
Mid-American Conference,18.0
Sun Belt Conference,16.4
Conference USA,16.2
FCS,0.7
