Conference,Score
Southeastern Conference,31.0
Atlantic Coast Conference,30.4
Big Ten Conference,28.9
Pac-12 Conference,26.8
American Athletic Conference,23.7
Big 12 Conference,23.6
Independent,20.3
Mountain West Conference,17.1
Mid-American Conference,16.2
Sun Belt Conference,11.8
Conference USA,11.2
FCS,0.1
