Conference,Score
Southeastern Conference,30.5
Atlantic Coast Conference,30.2
Big Ten Conference,28.4
Pac-12 Conference,25.7
American Athletic Conference,23.3
Big 12 Conference,22.4
Independent,19.2
Mountain West Conference,16.5
Mid-American Conference,15.1
Sun Belt Conference,12.3
Conference USA,10.6
FCS,0.0
