Conference,Score
Southeastern Conference,33.6
Atlantic Coast Conference,32.4
Big Ten Conference,32.1
Pac-12 Conference,30.5
American Athletic Conference,26.6
Big 12 Conference,25.6
Independent,21.8
Mountain West Conference,21.7
Mid-American Conference,18.2
Conference USA,16.0
Sun Belt Conference,15.1
FCS,0.6
