Team,Rank,PrevRank,DeltaRank,TeamScore,Strength,StandardDeviation
florida,20,45,25,36.8,23.4,8.6
tennessee,14,16,2,40.5,29.0,14.5
georgia,42,11,-31,29.4,12.2,13.6
kentucky,108,105,-3,8.0,-7.9,3.1
south-carolina,80,66,-14,17.8,3.7,2.0
vanderbilt,62,94,32,23.7,15.7,3.3
missouri,67,91,24,21.9,12.0,3.5
alabama,1,2,1,63.7,63.7,26.6
louisiana-state,53,58,5,26.6,21.3,16.0
auburn,37,71,34,31.9,32.0,10.1
texas-am,7,26,19,44.5,35.0,8.9
arkansas,31,25,-6,33.1,17.9,12.8
mississippi-state,52,82,30,26.7,21.6,9.5
mississippi,73,64,-9,20.3,8.7,15.2
washington,13,17,4,40.9,29.5,13.5
washington-state,107,117,10,8.1,-7.6,8.7
stanford,23,18,-5,36.1,28.3,14.9
california,84,60,-24,16.2,0.5,4.2
oregon-state,99,103,4,11.2,-3.8,3.3
oregon,48,42,-6,28.3,10.6,10.7
colorado,16,40,24,38.0,25.2,7.7
southern-california,40,78,38,29.7,27.5,10.6
utah,45,54,9,28.8,11.3,11.8
arizona-state,19,37,18,37.0,23.6,8.7
ucla,47,77,30,28.3,24.7,7.7
arizona,83,87,4,16.9,1.9,5.3
clemson,6,4,-2,46.0,37.2,20.1
louisville,3,14,11,52.7,47.3,13.0
florida-state,21,7,-14,36.7,23.3,16.6
north-carolina-state,57,28,-29,25.5,19.2,9.8
wake-forest,26,76,50,35.2,20.9,3.8
boston-college,43,69,26,28.9,26.0,11.6
syracuse,89,63,-26,15.1,-1.6,4.9
virginia-tech,78,59,-19,18.8,5.8,6.1
miami-fl,11,9,-2,42.7,32.2,15.2
north-carolina,55,73,18,26.3,20.8,11.4
pittsburgh,49,61,12,28.2,10.4,8.9
georgia-tech,25,21,-4,35.7,21.7,12.0
duke,65,20,-45,22.6,13.4,10.8
virginia,122,124,2,3.2,-22.1,15.1
penn-state,88,53,-35,15.2,-1.3,6.7
ohio-state,2,1,-1,63.4,63.2,26.7
michigan,10,3,-7,43.2,33.0,18.5
indiana,44,49,5,28.8,11.4,5.9
maryland,36,33,-3,32.1,16.4,7.9
michigan-state,59,55,-4,24.7,9.3,12.6
rutgers,71,96,25,20.5,9.1,0.7
wisconsin,9,12,3,43.3,33.1,13.3
nebraska,12,19,7,40.9,29.6,11.4
iowa,38,38,0,30.5,13.9,10.2
minnesota,51,62,11,26.8,8.4,3.8
northwestern,101,79,-22,9.7,-2.9,7.8
illinois,66,23,-43,22.3,12.7,10.2
purdue,104,86,-18,8.8,-14.3,2.7
oklahoma,28,56,28,33.3,34.7,17.3
oklahoma-state,61,34,-27,23.8,15.8,7.8
west-virginia,39,22,-17,30.3,13.6,11.8
kansas-state,82,83,1,17.6,12.3,5.0
texas-christian,70,57,-13,20.7,9.7,10.2
baylor,8,8,0,43.7,33.8,17.4
texas,32,35,3,33.1,17.8,7.5
texas-tech,76,46,-30,19.9,8.0,6.2
iowa-state,126,123,-3,2.0,-25.7,12.5
kansas,111,89,-22,7.1,-17.5,13.2
temple,79,98,19,18.3,4.7,7.9
south-florida,24,36,12,35.8,21.9,10.7
central-florida,87,90,3,15.4,-1.0,12.6
cincinnati,60,81,21,23.8,3.9,4.4
connecticut,90,92,2,15.1,-1.7,3.8
east-carolina,41,50,9,29.5,12.5,5.6
navy,17,10,-7,37.5,24.4,16.7
tulsa,63,44,-19,23.7,15.7,8.3
houston,5,6,1,47.3,39.2,16.9
memphis,68,67,-1,21.4,3.8,9.9
southern-methodist,86,95,9,15.4,-1.0,6.8
tulane,58,106,48,24.9,18.1,6.5
massachusetts,106,109,3,8.3,-6.9,5.9
brigham-young,64,31,-33,23.0,14.3,8.9
army,22,27,5,36.7,23.2,8.9
notre-dame,50,68,18,27.0,22.1,14.6
boise-state,30,13,-17,33.2,18.0,14.0
new-mexico,81,52,-29,17.8,3.7,4.7
wyoming,91,74,-17,13.9,-4.1,5.9
air-force,18,30,12,37.4,24.3,12.1
colorado-state,94,111,17,13.5,-4.9,6.8
utah-state,72,24,-48,20.4,9.0,9.3
san-diego-state,33,43,10,33.1,17.8,10.3
hawaii,127,121,-6,1.9,-27.4,8.4
nevada,117,116,-1,5.4,-21.1,11.1
nevada-las-vegas,69,48,-21,21.0,10.2,7.7
san-jose-state,96,118,22,12.6,-6.7,8.6
fresno-state,100,120,20,10.2,-11.4,8.8
ohio,75,102,27,20.1,8.3,2.5
miami-oh,123,112,-11,3.2,-22.4,8.0
akron,98,72,-26,12.0,-7.8,2.6
bowling-green-state,105,97,-8,8.6,-14.7,9.5
