Conference,Score
Southeastern Conference,33.0
Big Ten Conference,32.6
Atlantic Coast Conference,32.4
Pac-12 Conference,30.7
American Athletic Conference,27.3
Big 12 Conference,25.8
Independent,24.4
Mountain West Conference,21.6
Mid-American Conference,18.7
Conference USA,16.3
Sun Belt Conference,16.0
FCS,0.7
