Conference,Score
Southeastern Conference,33.5
Atlantic Coast Conference,31.7
Big Ten Conference,31.3
Pac-12 Conference,29.0
American Athletic Conference,25.4
Big 12 Conference,24.8
Independent,22.0
Mountain West Conference,19.8
Mid-American Conference,17.3
Conference USA,15.4
Sun Belt Conference,14.1
FCS,0.5
