Conference,Score
Big Ten Conference,33.7
Atlantic Coast Conference,32.0
Southeastern Conference,30.2
Big 12 Conference,28.6
Independent,26.9
Pac-12 Conference,26.8
American Athletic Conference,26.2
Mountain West Conference,22.5
Mid-American Conference,20.9
Sun Belt Conference,17.9
Conference USA,16.8
FCS,1.2
