Conference,Score
Southeastern Conference,34.2
Big Ten Conference,33.6
Atlantic Coast Conference,33.1
Pac-12 Conference,31.6
American Athletic Conference,28.5
Big 12 Conference,26.7
Independent,24.0
Mountain West Conference,23.1
Mid-American Conference,19.5
Conference USA,17.1
Sun Belt Conference,16.1
FCS,0.8
