Team,Rank,PrevRank,DeltaRank,TeamScore,Strength,StandardDeviation
florida,19,25,6,37.1,23.7,7.5
tennessee,30,15,-15,32.6,21.9,9.9
georgia,52,42,-10,23.5,13.8,9.0
kentucky,79,85,6,15.6,1.9,3.7
south-carolina,98,99,1,10.2,-3.8,2.9
vanderbilt,77,89,12,16.4,6.9,4.3
missouri,75,64,-11,17.5,14.5,6.5
alabama,1,3,2,73.1,60.1,18.9
louisiana-state,16,20,4,39.7,36.9,11.3
auburn,14,16,2,40.5,38.2,11.1
texas-am,8,6,-2,53.1,37.1,13.9
arkansas,37,41,4,30.4,18.5,8.0
mississippi-state,73,66,-7,17.7,15.0,6.7
mississippi,46,37,-9,26.2,23.2,10.5
washington,6,5,-1,53.9,38.1,10.8
washington-state,38,44,6,29.5,19.9,10.5
stanford,34,38,4,31.2,22.8,12.4
california,80,80,0,15.5,1.7,3.2
oregon-state,95,92,-3,11.5,-0.5,2.8
oregon,76,77,1,16.5,12.0,7.3
colorado,17,24,7,39.7,33.1,11.2
southern-california,36,49,13,31.1,27.7,8.2
utah,27,32,5,33.0,16.1,7.4
arizona-state,43,31,-12,26.7,12.7,6.6
ucla,63,53,-10,20.8,16.5,7.8
arizona,91,82,-9,12.6,5.5,4.2
clemson,4,4,0,59.3,43.2,14.1
louisville,5,7,2,54.4,48.4,18.2
florida-state,22,22,0,36.6,28.2,10.6
north-carolina-state,28,23,-5,32.7,25.3,6.9
wake-forest,40,35,-5,28.3,15.1,7.9
boston-college,72,69,-3,18.2,7.2,8.7
syracuse,89,96,7,14.0,1.5,5.0
virginia-tech,33,17,-16,31.9,23.8,10.7
miami-fl,24,14,-10,33.9,27.2,14.2
north-carolina,47,59,12,25.6,11.0,8.2
pittsburgh,32,36,4,32.0,21.1,7.7
georgia-tech,39,45,6,29.3,24.4,8.2
duke,70,70,0,19.4,13.3,7.3
virginia,97,94,-3,10.6,-2.7,11.2
penn-state,44,48,4,26.7,15.2,5.9
ohio-state,3,2,-1,70.3,58.6,21.2
michigan,2,1,-1,70.4,58.7,16.1
indiana,65,56,-9,20.3,11.3,4.3
maryland,48,30,-18,24.9,12.3,7.1
michigan-state,86,74,-12,14.4,6.7,8.4
rutgers,105,102,-3,7.6,-8.3,4.4
wisconsin,15,10,-5,40.3,37.9,10.9
nebraska,11,13,2,44.0,25.7,8.5
iowa,55,68,13,23.1,7.0,9.1
minnesota,45,63,18,26.2,14.4,3.1
northwestern,62,81,19,21.0,12.8,6.5
illinois,92,100,8,12.6,2.1,7.9
purdue,116,111,-5,3.4,-22.5,6.7
oklahoma,21,29,8,36.8,32.1,11.9
oklahoma-state,54,57,3,23.4,9.8,5.4
west-virginia,13,27,14,40.5,22.9,7.3
kansas-state,49,40,-9,24.6,20.0,9.6
texas-christian,53,55,2,23.4,9.8,6.5
baylor,10,12,2,44.1,25.8,11.3
texas,64,73,9,20.7,12.0,5.3
texas-tech,81,62,-19,15.1,1.0,3.9
iowa-state,112,112,0,4.8,-11.6,10.8
kansas,119,115,-4,2.8,-19.8,8.7
temple,56,71,15,22.6,12.2,5.0
south-florida,18,21,3,37.9,22.9,7.6
central-florida,61,50,-11,21.3,13.3,14.2
cincinnati,96,93,-3,11.5,-6.3,4.1
connecticut,90,83,-7,13.5,0.4,3.0
east-carolina,93,91,-2,11.7,-0.1,5.0
navy,20,19,-1,36.9,26.0,10.3
tulsa,59,51,-8,22.5,8.2,6.5
houston,9,9,0,45.9,33.8,13.4
memphis,25,33,8,33.8,19.0,8.4
southern-methodist,103,105,2,8.2,-8.7,5.5
tulane,71,60,-11,18.8,8.2,10.8
massachusetts,118,114,-4,3.1,-17.8,5.0
brigham-young,41,46,5,28.0,22.0,6.7
army,23,39,16,35.5,30.0,11.1
notre-dame,85,84,-1,14.4,10.4,10.3
boise-state,12,11,-1,42.4,23.7,9.4
new-mexico,68,79,11,19.6,10.0,3.1
wyoming,58,58,0,22.5,8.2,5.8
air-force,31,18,-13,32.1,24.2,10.1
colorado-state,87,88,1,14.3,2.1,4.7
utah-state,83,86,3,14.7,7.5,6.1
san-diego-state,35,34,-1,31.1,15.1,6.8
hawaii,108,106,-2,7.2,-13.5,8.3
nevada,123,121,-2,2.1,-24.7,9.7
nevada-las-vegas,84,90,6,14.5,2.6,5.5
san-jose-state,117,120,3,3.3,-20.1,8.2
fresno-state,124,122,-2,1.9,-22.1,6.7
ohio,82,75,-7,15.0,-1.8,3.9
miami-oh,120,124,4,2.8,-19.0,6.8
akron,88,72,-16,14.1,-3.5,3.7
bowling-green-state,114,119,5,3.8,-15.4,13.1
kent-state,99,98,-1,9.2,-4.1,6.9
buffalo,128,129,1,0.1,-29.0,9.3
western-michigan,7,8,1,53.7,36.4,11.5
toledo,29,28,-1,32.7,17.4,8.0
northern-illinois,104,103,-1,7.9,-0.3,5.9
eastern-michigan,74,78,4,17.5,-1.7,9.6
central-michigan,60,67,7,22.0,5.4,7.3
ball-state,78,87,9,15.6,-0.6,6.2
appalachian-state,42,47,5,27.6,16.7,7.7
georgia-southern,50,43,-7,24.0,18.6,12.1
arkansas-state,100,108,8,9.0,-6.9,9.9
troy,26,26,0,33.4,18.4,11.8
idaho,102,109,7,8.2,-14.2,8.1
louisiana-lafayette,107,101,-6,7.4,-10.8,5.5
louisiana-monroe,113,117,4,4.7,-17.5,7.0
south-alabama,101,95,-6,8.7,-11.9,5.4
georgia-state,110,110,0,5.7,-10.3,9.0
new-mexico-state,129,125,-4,0.0,-29.3,9.3
texas-state,125,123,-2,1.2,-26.2,7.9
western-kentucky,51,61,10,23.5,13.8,5.6
old-dominion,69,65,-4,19.5,3.2,7.6
middle-tennessee-state,57,52,-5,22.6,8.4,5.5
florida-international,121,118,-3,2.7,-23.3,7.8
charlotte,111,113,2,4.9,-15.7,10.1
florida-atlantic,122,126,4,2.1,-21.6,7.3
marshall,106,104,-2,7.5,-10.4,7.6
louisiana-tech,67,76,9,19.7,6.9,4.1
texas-san-antonio,94,97,3,11.6,-6.0,6.7
southern-mississippi,66,54,-12,20.2,7.8,8.8
north-texas,109,107,-2,7.0,-15.3,10.8
texas-el-paso,126,127,1,0.3,-28.4,8.7
rice,115,116,1,3.6,-11.2,4.9
fcs,127,128,1,0.1,-28.3,9.8
