Division,Score
Southeastern Conference - West,38.1
Big Ten Conference - East,35.0
Atlantic Coast Conference - Atlantic,32.9
American Athletic Conference - West,27.5
Atlantic Coast Conference - Coastal,27.5
Pac-12 Conference - South,26.4
Pac-12 Conference - North,24.9
Mountain West Conference - Mountain,24.3
Southeastern Conference - East,22.9
Mid-American Conference - West,22.6
Big 12 Conference,22.4
Big Ten Conference - West,21.8
Independent,19.2
American Athletic Conference - East,19.2
Sun Belt Conference,12.3
Conference USA - East,11.4
Conference USA - West,9.6
Mountain West Conference - West,8.6
Mid-American Conference - East,7.6
FCS,0.0
