Conference,Score
Atlantic Coast Conference,29.5
Big Ten Conference,29.4
Southeastern Conference,29.1
Pac-12 Conference,27.5
American Athletic Conference,24.9
Big 12 Conference,22.8
Independent,22.5
Mountain West Conference,18.2
Mid-American Conference,17.4
Sun Belt Conference,12.5
Conference USA,11.4
FCS,0.2
